EEG(uV),delta,theta,alpha,beta
0.592041,-4.27636,-1.16429,-0.463203,-1.10739
1.3855,-3.94153,-1.46092,0.37787,-1.53779
3.22876,-3.63327,-1.74914,1.04333,-1.56543
4.13818,-3.35635,-2.01478,1.48762,-0.807451
3.45459,-3.11396,-2.23986,1.72647,0.504744
1.88599,-2.90745,-2.40487,1.80493,1.51162
1.00098,-2.73681,-2.49392,1.7599,1.42493
1.3855,-2.60124,-2.49872,1.60605,0.304983
2.13013,-2.49944,-2.41893,1.34976,-0.919363
1.86768,-2.42951,-2.25962,1.01004,-1.27666
0.939941,-2.38881,-2.029,0.623191,-0.620873
-0.518799,-2.37415,-1.73826,0.229334,0.321763
-0.842285,-2.38216,-1.40233,-0.142434,0.722077
0.445557,-2.40966,-1.03928,-0.474175,0.427057
2.72217,-2.45342,-0.666959,-0.744752,0.0199069
5.23071,-2.5096,-0.298225,-0.91697,0.163186
6.28052,-2.57299,0.0622411,-0.943262,0.888042
6.30493,-2.63671,0.417091,-0.79183,1.50336
4.92554,-2.69263,0.771487,-0.477347,1.19608
2.66724,-2.73234,1.1266,-0.0750586,-0.236426
-0.274658,-2.74852,1.47418,0.292048,-2.16986
-1.40991,-2.73609,1.79448,0.489878,-3.5603
-0.506592,-2.69299,2.05912,0.423748,-3.54552
1.50757,-2.6198,2.23881,0.0848741,-1.8755
3.35083,-2.51879,2.3129,-0.433006,0.896291
3.2959,-2.39259,2.27561,-0.963378,3.54378
3.48511,-2.24353,2.13626,-1.33174,4.74207
4.63257,-2.07342,1.91497,-1.41892,3.90019
5.96924,-1.88356,1.63775,-1.1899,1.62612
7.27539,-1.67469,1.33327,-0.686201,-0.722811
6.98853,-1.44681,1.03013,-0.00340461,-2.08007
6.37817,-1.19939,0.753317,0.729844,-2.33507
6.15845,-0.931898,0.520177,1.37173,-2.07875
7.1228,-0.644295,0.338215,1.79464,-1.81643
8.23364,-0.337265,0.20619,1.91808,-1.50604
8.18481,-0.0120566,0.117356,1.73024,-0.842261
7.49512,0.329648,0.0620271,1.28294,0.158224
7.32422,0.685617,0.0282769,0.665278,1.0308
8.75854,1.05289,0.00242281,-0.0218987,1.35386
10.5835,1.42791,-0.0286445,-0.676717,1.21782
11.1328,1.80703,-0.0739829,-1.20115,1.05498
9.55811,2.1869,-0.137109,-1.51727,1.03346
6.69556,2.56427,-0.218544,-1.59538,0.796519
4.09546,2.93522,-0.320762,-1.47243,-0.0780576
3.4668,3.29427,-0.451381,-1.23874,-1.40362
4.30298,3.63418,-0.62142,-0.992896,-2.29199
6.64062,3.9466,-0.839065,-0.790652,-1.84275
8.25806,4.22333,-1.10256,-0.619601,0.00325135
9.67407,4.4577,-1.39641,-0.414581,2.25128
9.68018,4.64537,-1.69282,-0.102848,3.5026
9.21631,4.78457,-1.95768,0.347855,2.93252
7.51343,4.87559,-2.15839,0.902166,0.813556
5.19409,4.92,-2.27123,1.45993,-1.75643
3.77197,4.91966,-2.28623,1.88524,-3.58252
3.57056,4.87598,-2.208,2.05255,-3.94935
4.21753,4.78973,-2.05195,1.89511,-2.79298
5.12085,4.66145,-1.83782,1.43413,-0.627808
5.09644,4.49213,-1.58364,0.773233,1.6477
5.41992,4.28367,-1.30271,0.0611581,3.10161
4.77905,4.03906,-1.00357,-0.557161,3.21307
4.6936,3.76229,-0.691833,-0.979512,2.13156
5.17578,3.4581,-0.372002,-1.16337,0.542649
4.58374,3.13179,-0.0484656,-1.12115,-0.763905
2.62451,2.78904,0.27377,-0.906215,-1.37825
-0.714111,2.43534,0.587174,-0.601867,-1.47785
-3.18604,2.07522,0.879035,-0.310376,-1.51494
-2.86255,1.71141,1.13098,-0.128499,-1.61902
-0.878906,1.34493,1.32327,-0.10773,-1.34533
0.695801,0.975971,1.44268,-0.222299,-0.165823
-0.0549316,0.605137,1.48855,-0.376495,1.71217
-2.37427,0.234049,1.47239,-0.456272,3.15951
-4.15649,-0.13492,1.41175,-0.391764,2.98482
-4.1626,-0.499356,1.32324,-0.186464,1.09559
-3.19214,-0.857178,1.21984,0.102324,-1.24672
-2.12402,-1.2064,1.11254,0.407156,-2.43883
-2.81372,-1.54458,1.01284,0.680931,-1.87884
-5.63965,-1.86869,0.932318,0.895961,-0.401786
-8.62427,-2.17557,0.878596,1.02296,0.52946
-9.93042,-2.46288,0.850802,1.01949,0.140917
-7.94067,-2.72967,0.839275,0.849044,-0.963308
-4.73633,-2.976,0.831394,0.520996,-1.35923
-2.16675,-3.20168,0.820184,0.115218,-0.160089
-1.66016,-3.40496,0.809543,-0.238728,2.03606
-2.03857,-3.58201,0.812474,-0.421255,3.53442
-2.38037,-3.72739,0.84413,-0.381484,2.98057
-2.34375,-3.83488,0.914597,-0.157559,0.53502
-1.59912,-3.89838,1.0251,0.147693,-2.26794
-1.00708,-3.91235,1.16812,0.414076,-3.75425
-1.19629,-3.87209,1.32963,0.546241,-3.30473
-2.59399,-3.77399,1.4912,0.493271,-1.61278
-4.19922,-3.616,1.63079,0.24617,0.0292911
-4.65698,-3.39822,1.72333,-0.171801,0.759073
-3.72314,-3.12317,1.74319,-0.70749,0.692983
-3.07007,-2.79553,1.66909,-1.27467,0.601799
-3.15552,-2.42144,1.48912,-1.76171,1.03799
-2.54517,-2.00791,1.203,-2.058,1.78109
-1.94702,-1.56235,0.821502,-2.08523,2.14982
-1.20239,-1.0922,0.364716,-1.81599,1.73138
-0.311279,-0.604575,-0.140304,-1.27653,0.707031
1.58691,-0.105938,-0.662052,-0.537741,-0.388076
3.79639,0.398291,-1.1668,0.303084,-1.06768
4.35791,0.904095,-1.62061,1.14195,-1.17687
2.67944,1.40892,-1.99281,1.87724,-0.998222
0.146484,1.91105,-2.26174,2.40658,-1.06516
-2.53906,2.40846,-2.42086,2.62788,-1.66092
-3.41187,2.89764,-2.48125,2.46102,-2.41345
-2.66113,3.37312,-2.46819,1.8862,-2.46541
-1.26953,3.8278,-2.41274,0.976551,-1.17034
-0.848389,4.25406,-2.34224,-0.101694,1.2361
-1.57471,4.64467,-2.27447,-1.13173,3.59126
-1.27563,4.99338,-2.21685,-1.91213,4.55765
-0.0549316,5.29509,-2.16859,-2.30949,3.64544
1.60522,5.54614,-2.12223,-2.27572,1.58458
2.00806,5.74469,-2.06462,-1.83947,-0.355878
2.66724,5.89098,-1.9789,-1.09157,-1.41242
4.04663,5.98726,-1.84799,-0.168767,-1.68331
4.36401,6.03757,-1.6578,0.770833,-1.64498
2.13623,6.04735,-1.39995,1.57397,-1.63437
-1.36108,6.02259,-1.07546,2.10674,-1.79541
-3.52783,5.96861,-0.698684,2.2628,-2.11563
-3.9978,5.88881,-0.29772,1.98413,-2.26416
-2.30103,5.78445,0.0913203,1.29481,-1.62712
0.0915527,5.65534,0.434361,0.322737,0.171335
2.53296,5.50114,0.709138,-0.715916,2.71153
4.13208,5.32269,0.910458,-1.57241,4.82277
3.9917,5.12273,1.04921,-2.04083,5.28579
3.08228,4.90585,1.14601,-2.02314,3.63754
2.13013,4.67777,1.22262,-1.55741,0.502961
1.24512,4.44434,1.29479,-0.798014,-2.72588
1.83716,4.21076,1.36912,0.0417945,-4.65021
3.9917,3.98126,1.44433,0.760905,-4.56929
6.74438,3.75949,1.51602,1.22971,-2.72281
7.9834,3.54917,1.58186,1.41548,-0.093066
7.14111,3.35456,1.64352,1.36313,2.02494
5.61523,3.18027,1.7037,1.14572,2.60802
4.35791,3.03031,1.7609,0.819594,1.50033
3.36914,2.9072,1.80598,0.41136,-0.421348
2.71606,2.81132,1.8227,-0.0657694,-1.82496
2.14844,2.74077,1.79132,-0.588057,-1.85583
2.31323,2.69165,1.69328,-1.10757,-0.639115
4.25415,2.65852,1.51587,-1.55207,1.01041
6.57959,2.63533,1.25666,-1.8335,2.28956
7.61108,2.61648,0.926545,-1.86532,2.81511
6.20117,2.59759,0.548694,-1.59363,2.48622
3.302,2.57549,0.152325,-1.03438,1.25282
1.27563,2.54731,-0.236272,-0.2913,-0.735698
0.933838,2.50961,-0.60014,0.468749,-2.79865
2.13623,2.45794,-0.931882,1.07762,-3.83663
4.36401,2.38741,-1.22856,1.43084,-3.06141
5.3833,2.29368,-1.48537,1.51912,-0.723426
4.5105,2.17389,-1.69262,1.41123,1.87446
2.56348,2.02686,-1.83802,1.20175,3.17553
2.2644,1.85257,-1.91214,0.960108,2.46229
3.59497,1.65158,-1.91222,0.714806,0.434042
4.61426,1.42493,-1.84126,0.473639,-1.31739
4.37622,1.1745,-1.70482,0.247999,-1.62828
3.55225,0.903112,-1.50948,0.0547425,-0.68097
3.22266,0.614333,-1.26383,-0.0978157,0.376816
2.36816,0.312007,-0.979848,-0.217851,0.615545
0.628662,-0.000178472,-0.673249,-0.325479,0.0286632
-0.976562,-0.319126,-0.363115,-0.444459,-0.757088
-0.933838,-0.642711,-0.0708813,-0.593014,-1.12634
1.83716,-0.969766,0.182899,-0.768328,-0.768916
5.74951,-1.29932,0.384626,-0.928186,0.337157
8.90503,-1.6293,0.533989,-0.988655,1.87577
9.53369,-1.95536,0.645932,-0.854867,3.09085
8.83789,-2.27065,0.745586,-0.476454,3.03217
7.04956,-2.56667,0.858203,0.106643,1.24438
6.40869,-2.83474,0.999356,0.760975,-1.66212
6.39648,-3.06725,1.17001,1.30472,-4.20192
6.39648,-3.2585,1.35764,1.57642,-4.95583
5.26123,-3.40485,1.54094,1.48944,-3.56672
2.4292,-3.50491,1.69418,1.04748,-0.98762
0.994873,-3.55984,1.78976,0.32569,1.2592
2.65503,-3.57357,1.80082,-0.554708,2.26659
5.98755,-3.55224,1.70706,-1.43707,2.35933
7.99561,-3.5028,1.5026,-2.13779,2.4887
7.13501,-3.43157,1.20011,-2.48164,2.98151
5.57861,-3.3436,0.827106,-2.3639,3.06535
5.47485,-3.24303,0.41693,-1.79869,1.79443
7.34863,-3.13366,0.00118804,-0.913058,-0.659988
8.48999,-3.01894,-0.392578,0.108839,-2.9024
6.14014,-2.90172,-0.7406,1.08532,-3.61381
1.64185,-2.78436,-1.02521,1.86168,-2.84275
-2.47192,-2.66979,-1.24054,2.3075,-1.81559
-3.01514,-2.56278,-1.39631,2.32592,-1.47075
-0.592041,-2.47026,-1.51399,1.89372,-1.39517
3.34473,-2.40026,-1.6155,1.10522,-0.367154
6.71997,-2.35981,-1.71082,0.173906,2.10839
7.92236,-2.35305,-1.79154,-0.628032,4.9389
6.9519,-2.38028,-1.83396,-1.0689,6.1432
5.06592,-2.43838,-1.80936,-1.04614,4.44715
3.41797,-2.52211,-1.69604,-0.620063,0.387487
4.21143,-2.62554,-1.487,0.0221669,-3.9371
5.52979,-2.74284,-1.1904,0.651038,-6.22174
6.74438,-2.86832,-0.824358,1.08212,-5.43622
5.62134,-2.99617,-0.411075,1.22291,-2.43732
3.84521,-3.12056,0.0257275,1.06709,0.710588
3.42407,-3.23622,0.460257,0.661215,2.24555
3.74146,-3.33902,0.864732,0.0797442,1.9071
2.99683,-3.42618,1.21216,-0.582462,0.816676
1.70898,-3.49618,1.4798,-1.21877,0.21502
1.68457,-3.54871,1.65096,-1.73016,0.41718
5.43213,-3.58452,1.71651,-2.0393,0.975516
9.94263,-3.60457,1.67863,-2.08541,1.50861
11.7981,-3.60875,1.55502,-1.81791,1.95721
10.6628,-3.59483,1.37795,-1.21835,2.07228
8.27026,-3.55877,1.18532,-0.344628,1.21252
7.53174,-3.49608,1.00856,0.647994,-0.922893
8.47778,-3.40319,0.864845,1.54311,-3.50076
7.9895,-3.27811,0.757006,2.13977,-4.91103
6.88477,-3.12048,0.6777,2.31714,-4.15048
5.16968,-2.93166,0.613001,2.05405,-1.75215
4.91943,-2.71489,0.544681,1.41446,0.769789
6.79932,-2.47525,0.453454,0.526129,2.28376
9.33228,-2.21903,0.324549,-0.436164,2.77993
11.0107,-1.95249,0.153627,-1.27395,2.89391
10.8826,-1.68092,-0.0509246,-1.80795,2.92565
8.76465,-1.40823,-0.271487,-1.93276,2.47598
6.74438,-1.13754,-0.488866,-1.65582,1.01964
5.98145,-0.87204,-0.689574,-1.09426,-1.2627
5.60913,-0.615712,-0.868641,-0.425933,-3.30627
5.2063,-0.373365,-1.02767,0.177487,-3.91979
3.83301,-0.150376,-1.17116,0.59914,-2.78649
2.62451,0.047577,-1.30397,0.791291,-0.720494
2.68555,0.214681,-1.43008,0.765925,1.05387
4.04053,0.345307,-1.55109,0.580919,1.87545
4.94385,0.434666,-1.66358,0.327721,1.94627
5.00488,0.479568,-1.75744,0.110977,1.77756
3.56445,0.47882,-1.81733,0.0154513,1.51406
2.06909,0.433035,-1.82732,0.0733223,0.888011
0.762939,0.344017,-1.77632,0.252329,-0.256927
1.66626,0.214187,-1.66087,0.474769,-1.53486
3.56445,0.0464824,-1.48386,0.658861,-2.16502
4.76074,-0.155207,-1.25033,0.758004,-1.60949
4.40063,-0.385511,-0.964012,0.771656,-0.160832
3.1311,-0.637537,-0.627869,0.723201,1.13744
3.67432,-0.903411,-0.247386,0.629472,1.33047
5.16968,-1.17487,0.167277,0.491787,0.425275
6.36597,-1.44349,0.602582,0.311024,-0.631862
6.53076,-1.70057,1.04432,0.101896,-0.917983
5.26123,-1.93732,1.47854,-0.112438,-0.405381
3.88794,-2.14537,1.88989,-0.318398,0.153216
2.81982,-2.31766,2.25955,-0.522415,0.0913176
3.14331,-2.4491,2.56529,-0.741683,-0.497155
4.62646,-2.53672,2.78472,-0.980645,-0.884944
6.18896,-2.57926,2.90083,-1.21074,-0.430092
7.14722,-2.5764,2.9066,-1.3706,0.79212
7.48901,-2.52821,2.80652,-1.39034,1.98599
6.90308,-2.43495,2.6142,-1.22595,2.25466
5.81055,-2.29727,2.34781,-0.884342,1.29034
4.28467,-2.11675,2.02509,-0.427374,-0.427928
3.60718,-1.89639,1.6599,0.0462753,-1.99225
3.95508,-1.64089,1.26142,0.435,-2.6136
4.70581,-1.35643,0.836465,0.670826,-2.00782
3.86963,-1.05011,0.392719,0.740093,-0.524843
0.982666,-0.729566,-0.0599181,0.674363,0.979499
-2.15454,-0.402974,-0.511657,0.51838,1.59142
-3.6377,-0.0795735,-0.956369,0.303249,1.00061
-2.16064,0.230192,-1.39196,0.0494603,-0.131146
0.335693,0.5154,-1.81566,-0.205615,-0.60313
1.64795,0.766111,-2.21724,-0.388888,0.268292
1.65405,0.974768,-2.57585,-0.409633,1.90275
2.02026,1.13686,-2.86305,-0.206001,2.8644
4.71802,1.25096,-3.04892,0.219064,2.17634
7.74536,1.31872,-3.10656,0.800449,0.248871
8.79517,1.34506,-3.01395,1.43941,-1.58114
7.20215,1.33806,-2.7566,2.0241,-2.40346
4.66309,1.30794,-2.33319,2.43131,-2.46392
3.46069,1.2654,-1.7616,2.53237,-2.52717
3.50952,1.22005,-1.08014,2.2255,-2.76011
3.74146,1.17962,-0.341976,1.4837,-2.50179
3.61328,1.14989,0.394136,0.383496,-1.12506
3.4729,1.1349,1.07243,-0.907172,1.10235
3.6499,1.13719,1.64603,-2.17297,3.13216
3.8208,1.15801,2.0804,-3.20284,4.00035
4.21143,1.1975,2.35522,-3.83223,3.50174
4.52881,1.25509,2.46468,-3.96954,2.15207
7.09839,1.32971,2.41676,-3.60419,0.70583
10.2722,1.42041,2.23257,-2.79471,-0.257016
12.2131,1.52709,1.94559,-1.64593,-0.546653
11.3464,1.65104,1.59848,-0.295102,-0.485889
8.58765,1.7946,1.23525,1.08565,-0.765762
6.78711,1.96003,0.89099,2.29086,-1.84701
6.36597,2.14811,0.584697,3.11341,-3.32448
7.68433,2.35743,0.319275,3.405,-4.02086
9.62524,2.58466,0.0878464,3.13259,-2.93403
12.1033,2.82546,-0.1179,2.39617,-0.185185
13.9954,3.07559,-0.301377,1.39811,2.93864
14.3005,3.3317,-0.459015,0.378476,4.83815
13.8184,3.59155,-0.582736,-0.458266,4.59459
13.4094,3.85362,-0.665148,-0.99677,2.44845
12.4756,4.11643,-0.704263,-1.22524,-0.416805
10.498,4.37786,-0.705907,-1.21391,-2.63159
6.62842,4.63455,-0.68443,-1.07881,-3.46509
3.41187,4.88108,-0.662689,-0.947155,-3.09766
2.82593,5.10948,-0.670103,-0.923021,-2.12326
5.84717,5.30938,-0.736211,-1.047,-0.818038
10.4248,5.46953,-0.879751,-1.26251,0.988146
13.9954,5.58009,-1.098,-1.41897,3.26871
15.7166,5.63476,-1.36292,-1.32898,5.18861
16.2964,5.63179,-1.62695,-0.857933,5.41656
15.7776,5.57378,-1.83551,0.0031099,3.23204
14.5691,5.46654,-1.94064,1.11861,-0.679456
12.6099,5.31767,-1.9115,2.24626,-4.56413
10.9985,5.13503,-1.74008,3.10925,-6.72726
10.791,4.92561,-1.44126,3.477,-6.44975
10.8948,4.69488,-1.04758,3.23207,-4.11965
11.6211,4.44688,-0.600798,2.40349,-0.803144
12.6343,4.18464,-0.143037,1.15575,2.29633
12.9272,3.91076,0.289836,-0.259781,4.27288
11.2061,3.62777,0.671338,-1.57403,4.7227
9.03931,3.33798,0.983388,-2.57072,3.71238
8.99048,3.04302,1.21318,-3.1325,1.73525
11.7249,2.74356,1.35216,-3.24077,-0.284362
14.8926,2.43984,1.39934,-2.93642,-1.29449
16.0522,2.13278,1.36588,-2.28071,-0.865049
15.3992,1.82489,1.27513,-1.34994,0.284231
14.7339,1.52012,1.15662,-0.255586,0.781832
16.0889,1.22321,1.03797,0.848551,-0.124755
17.4866,0.939062,0.94012,1.79494,-1.80507
17.8833,0.672612,0.876906,2.44828,-2.86848
16.626,0.428699,0.855526,2.7331,-2.53163
15.0757,0.211635,0.875385,2.63135,-1.25851
15.5884,0.0244836,0.926677,2.16939,-0.0858759
17.2546,-0.131341,0.991961,1.41611,0.492171
18.2495,-0.255841,1.05143,0.488419,0.821081
17.1875,-0.349888,1.08822,-0.460847,1.34556
16.0339,-0.415009,1.09009,-1.28162,1.87575
15.7959,-0.453616,1.04777,-1.8684,1.81664
16.217,-0.469239,0.953949,-2.17571,0.991027
15.3809,-0.466428,0.804179,-2.20663,-0.0754458
13.3789,-0.45054,0.597953,-1.99761,-0.744295
10.2417,-0.427791,0.337638,-1.61312,-0.912278
6.30493,-0.405661,0.0256744,-1.14305,-0.957344
4.00391,-0.393394,-0.337698,-0.689419,-1.16668
3.80249,-0.4021,-0.753631,-0.336962,-1.31438
5.99976,-0.444022,-1.21959,-0.115877,-0.806924
7.59277,-0.530954,-1.72217,0.0197876,0.685132
7.91016,-0.67246,-2.23254,0.174715,2.65193
8.79517,-0.874644,-2.70823,0.458376,3.88615
9.66187,-1.13967,-3.09981,0.92853,3.41731
9.83887,-1.46574,-3.35884,1.56418,1.35832
7.8125,-1.8475,-3.44534,2.26925,-1.24695
5.46875,-2.27691,-3.33498,2.89277,-3.31363
4.02832,-2.74452,-3.02459,3.26221,-4.3112
4.02832,-3.24066,-2.53314,3.23268,-4.14822
4.62036,-3.75596,-1.89697,2.73967,-2.88481
5.45654,-4.28128,-1.16162,1.82916,-0.777847
6.88477,-4.80735,-0.373657,0.648768,1.55891
8.28857,-5.32441,0.425117,-0.593274,3.31427
7.34863,-5.822,1.20062,-1.68408,3.87755
3.125,-6.28935,1.92524,-2.46493,3.04924
-1.9104,-6.71655,2.57241,-2.87894,1.02025
-4.00391,-7.09631,3.11086,-2.98069,-1.55059
-2.12402,-7.42507,3.50496,-2.88796,-3.43995
0.323486,-7.7026,3.72351,-2.69833,-3.33734
1.19019,-7.93045,3.75145,-2.43118,-0.952238
0.292969,-8.11046,3.59588,-2.0384,2.33061
-0.939941,-8.24401,3.28319,-1.46594,4.27941
-2.66724,-8.33231,2.85071,-0.712575,3.56782
-4.83398,-8.37687,2.33815,0.150464,0.766153
-6.35376,-8.38007,1.78138,0.99866,-2.27349
-5.45654,-8.34548,1.20979,1.69657,-3.82552
-3.17383,-8.27746,0.6478,2.14763,-3.23474
-0.128174,-8.18024,0.11945,2.33079,-1.01177
1.29395,-8.0566,-0.347778,2.30239,1.58523
0.701904,-7.90712,-0.723527,2.15805,3.1619
0.769043,-7.73025,-0.980205,1.97669,2.86478
2.9541,-7.52292,-1.0997,1.78562,0.937887
6.61011,-7.28111,-1.07601,1.5704,-1.29877
8.96606,-6.99968,-0.912988,1.3106,-2.35849
8.59375,-6.67227,-0.621568,1.0008,-1.80622
7.56226,-6.29178,-0.220547,0.639439,-0.59827
7.08618,-5.85155,0.260172,0.209523,-0.0797796
7.47681,-5.34663,0.778545,-0.317439,-0.640326
7.34863,-4.77459,1.28396,-0.953987,-1.44947
6.61011,-4.13577,1.7235,-1.67259,-1.44549
5.80444,-3.43344,2.04777,-2.40433,-0.393508
5.93262,-2.67378,2.21543,-3.0552,1.04787
6.41479,-1.86568,2.19707,-3.52468,2.08056
7.09229,-1.02016,1.97891,-3.72078,2.39705
6.29272,-0.14967,1.56477,-3.57665,2.14703
5.11475,0.732493,0.974874,-3.0714,1.53527
4.76685,1.61245,0.241871,-2.24519,0.645834
5.93262,2.47598,-0.593389,-1.19317,-0.349876
7.86133,3.3091,-1.48395,-0.0362098,-1.03866
8.70361,4.09901,-2.37748,1.11175,-1.04897
8.47168,4.83489,-3.21848,2.15754,-0.505366
7.55615,5.50824,-3.95348,3.02135,-0.0405851
6.47583,6.11256,-4.53785,3.6265,-0.229942
5.51147,6.64289,-4.94121,3.90292,-1.02935
5.16357,7.0953,-5.14975,3.80512,-1.79843
5.96313,7.46673,-5.16488,3.33423,-1.8306
8.05054,7.75524,-4.99911,2.55309,-0.867385
8.11768,7.9605,-4.67063,1.58374,0.732909
6.12793,8.08415,-4.2,0.578044,2.13138
4.81567,8.12954,-3.61094,-0.330844,2.44102
6.21948,8.101,-2.93233,-1.06231,1.43461
9.32007,8.00358,-2.19649,-1.58152,-0.0622579
10.6384,7.84345,-1.43344,-1.8697,-0.796999
8.75244,7.62845,-0.666599,-1.91415,-0.342408
5.31616,7.36777,0.0853355,-1.73279,0.401036
4.29688,7.07071,0.802343,-1.40019,0.185412
3.77197,6.74545,1.45946,-1.03371,-1.12878
3.9856,6.39852,2.02918,-0.743049,-2.34616
3.85742,6.03498,2.48715,-0.584337,-2.1933
4.8645,5.65889,2.8173,-0.546607,-0.558496
6.26831,5.27386,3.01488,-0.56659,1.53793
6.39648,4.88359,3.08757,-0.557214,2.89421
5.2063,4.49221,3.05363,-0.443024,2.89082
3.74146,4.10409,2.93697,-0.194312,1.6261
2.92358,3.72327,2.7611,0.157909,-0.263174
2.13013,3.35292,2.54516,0.536934,-1.88344
2.23999,2.99509,2.30318,0.854966,-2.50491
4.02222,2.65089,2.04574,1.04833,-1.92995
6.92749,2.32108,1.78349,1.1017,-0.507166
9.552,2.00697,1.53085,1.05371,1.12625
10.1624,1.7113,1.30748,0.976813,2.26963
10.0586,1.43849,1.13535,0.935681,2.33398
9.56421,1.19414,1.03232,0.948032,1.13904
8.42285,0.984029,1.00597,0.972937,-0.830126
6.74438,0.813123,1.05016,0.929817,-2.61677
3.43628,0.684574,1.14437,0.731445,-3.40892
0.604248,0.598798,1.25512,0.314376,-3.02549
-0.549316,0.552792,1.33976,-0.337039,-1.82607
-0.506592,0.540091,1.35345,-1.17079,-0.231495
-0.872803,0.551504,1.25856,-2.06057,1.50899
-1.84937,0.576251,1.03247,-2.82854,3.08753
-1.87988,0.602993,0.67106,-3.29496,3.97748
0.921631,0.620734,0.188598,-3.32692,3.78899
4.30908,0.619949,-0.382768,-2.86104,2.73849
6.28662,0.593946,-0.99406,-1.90544,1.483
6.50024,0.539855,-1.58414,-0.543792,0.398789
5.41992,0.458658,-2.08952,1.0559,-0.753859
4.02222,0.354263,-2.45649,2.6491,-2.32387
3.88184,0.232187,-2.65072,3.95603,-4.06708
5.23682,0.0984737,-2.66077,4.73074,-5.07511
7.21436,-0.0407188,-2.49506,4.83154,-4.44521
7.72095,-0.17901,-2.17534,4.25929,-2.11874
4.90112,-0.30976,-1.7316,3.14182,0.826749
0.0305176,-0.426765,-1.20162,1.67274,2.75938
-5.22461,-0.52577,-0.633701,0.0418854,2.63497
-7.70874,-0.606117,-0.0876322,-1.59964,0.864259
-6.21338,-0.671466,0.371372,-3.12424,-0.854742
-2.64282,-0.728927,0.686127,-4.38564,-0.747079
-0.543213,-0.786891,0.822795,-5.1985,1.59691
-1.49536,-0.852785,0.779347,-5.37607,4.6654
-3.75977,-0.931941,0.582321,-4.81323,5.99705
-5.52368,-1.02779,0.275055,-3.55716,4.1133
-5.68848,-1.1426,-0.0946677,-1.81314,-0.185461
-4.88281,-1.27794,-0.481802,0.118112,-4.36295
-3.07617,-1.43451,-0.845691,1.93138,-6.06562
-1.83105,-1.61155,-1.14923,3.39011,-4.74367
-2.40479,-1.80633,-1.35897,4.35698,-1.77408
-4.1626,-2.01424,-1.4483,4.78263,0.730909
-5.45044,-2.22949,-1.40259,4.67532,1.41266
-5.13916,-2.44602,-1.22287,4.08153,0.465259
-3.70483,-2.6581,-0.924713,3.08875,-0.731413
-3.68652,-2.86026,-0.533065,1.83326,-0.843309
-4.59595,-3.04712,-0.076984,0.487135,0.302288
-4.35791,-3.21345,0.412921,-0.77773,1.70086
-2.17285,-3.35443,0.905977,-1.82194,2.26274
1.77002,-3.46548,1.37486,-2.54623,1.8507
3.17383,-3.54159,1.80035,-2.88563,1.16449
0.854492,-3.57689,2.17298,-2.81874,0.699373
-2.68555,-3.56523,2.4879,-2.39772,0.0957463
-6.16455,-3.50176,2.73609,-1.76518,-1.25736
-7.91626,-3.38464,2.89878,-1.12318,-3.12638
-8.18481,-3.21593,2.94914,-0.660883,-4.27441
-7.31201,-3.00141,2.86021,-0.480775,-3.49104
-5.87158,-2.74946,2.61487,-0.562513,-0.731375
-5.41382,-2.46965,2.21306,-0.779383,2.70538
-6.37207,-2.17157,1.67373,-0.957008,5.019
-6.62231,-1.8642,1.03103,-0.945824,5.05484
-4.46777,-1.55571,0.32808,-0.670331,3.02417
-1.95923,-1.2531,-0.387364,-0.133925,0.341268
-0.378418,-0.961452,-1.06495,0.604898,-1.44049
-0.817871,-0.683378,-1.65472,1.45202,-1.81072
-1.94702,-0.419176,-2.11329,2.28202,-1.50609
-3.07617,-0.16764,-2.41132,2.94444,-1.56561
-5.22461,0.0728541,-2.53875,3.28825,-2.26535
-8.03223,0.303321,-2.50624,3.19826,-2.99101
-11.3831,0.523257,-2.34357,2.6252,-2.97197
-15.0574,0.729881,-2.09578,1.60003,-1.96821
-18.3105,0.917639,-1.81744,0.232886,-0.339426
-20.2759,1.07815,-1.56518,-1.29972,1.34848
-19.4336,1.20077,-1.38877,-2.77437,2.74385
-15.1306,1.27407,-1.3208,-3.94265,3.84906
-11.0352,1.28806,-1.36703,-4.55921,4.78698
-10.7056,1.23653,-1.50189,-4.43033,5.31728
-13.678,1.11835,-1.67453,-3.48754,4.60873
-16.3208,0.936888,-1.82468,-1.85114,1.8687
-15.6311,0.69843,-1.89969,0.173694,-2.47799
-12.915,0.410978,-1.86333,2.188,-6.42097
-11.2976,0.0840761,-1.69485,3.82797,-7.66485
-11.3892,-0.270864,-1.38482,4.85515,-5.58354
-11.7065,-0.640668,-0.933934,5.17447,-1.81125
-9.47876,-1.01105,-0.354267,4.80853,1.22891
-3.36304,-1.36713,0.331808,3.87349,2.37763
3.479,-1.69307,1.09794,2.56946,2.35511
5.7312,-1.97122,1.92137,1.1561,2.45068
1.85547,-2.18197,2.78347,-0.118248,2.7654
